,gameid,LeagueIdx,selCount
1,1,5,694
2,2,6,535
3,5,4,514
4,7,4,461
5,8,5,644
6,9,6,802
7,10,1,249
8,11,1,141
9,14,5,113
10,15,5,265
11,16,4,386
12,17,3,251
13,20,2,616
14,21,2,126
15,22,2,399
16,23,4,55
17,24,2,105
18,25,5,1230
19,28,3,178
20,30,4,234
21,32,4,133
22,33,3,554
23,34,4,229
24,38,5,1081
25,39,4,533
26,40,4,241
27,41,4,131
28,42,5,255
29,44,5,112
30,45,2,266
31,46,1,99
32,47,5,733
33,48,5,459
34,49,2,243
35,52,3,253
36,53,2,399
37,54,3,304
38,57,6,285
39,58,5,714
40,59,4,251
41,60,4,116
42,62,4,193
43,63,4,153
44,65,4,281
45,66,4,365
46,67,6,999
47,68,2,414
48,69,1,99
49,71,3,283
50,72,5,220
51,74,4,439
52,76,1,210
53,77,4,422
54,79,3,356
55,81,3,203
56,83,2,87
57,85,2,74
58,86,6,615
59,87,4,576
60,88,6,976
61,89,4,698
62,91,1,189
63,92,5,301
64,93,4,192
65,94,2,214
66,95,6,753
67,96,5,208
68,97,4,237
69,100,3,264
70,101,5,94
71,106,4,263
72,107,4,401
73,109,4,200
74,110,6,310
75,111,2,255
76,114,6,235
77,116,1,59
78,117,2,52
79,118,3,264
80,119,2,149
81,121,3,304
82,122,3,284
83,123,3,142
84,125,3,154
85,126,6,201
86,127,1,207
87,128,4,323
88,129,6,307
89,130,3,551
90,132,3,513
91,133,5,474
92,135,6,341
93,136,6,444
94,137,4,134
95,138,3,204
96,140,4,316
97,141,5,196
98,142,5,533
99,143,2,464
100,144,6,903
101,145,3,205
102,147,5,336
103,150,6,472
104,151,6,312
105,152,4,497
106,153,4,441
107,154,3,648
108,155,6,317
109,156,1,371
110,157,4,142
111,158,2,150
112,159,4,211
113,161,6,94
114,162,4,551
115,163,2,215
116,164,2,144
117,165,4,345
118,166,4,454
119,167,5,159
120,169,4,430
121,171,6,408
122,172,2,154
123,173,5,539
124,174,4,492
125,175,1,428
126,176,3,255
127,177,4,401
128,178,5,258
129,179,5,382
130,180,5,390
131,181,1,193
132,182,6,312
133,184,4,553
134,185,6,1183
135,187,5,401
136,189,6,576
137,190,5,1192
138,191,4,130
139,192,2,213
140,193,1,222
141,194,2,126
142,196,3,364
143,197,5,668
144,198,6,417
145,199,2,96
146,200,3,300
147,201,6,264
148,202,2,57
149,203,5,496
150,204,5,499
151,205,2,128
152,208,3,592
153,209,5,155
154,210,5,349
155,211,5,673
156,212,5,670
157,213,3,1266
158,214,4,226
159,216,6,257
160,217,3,236
161,218,5,445
162,220,4,321
163,221,4,300
164,222,4,1001
165,223,5,497
166,224,5,304
167,225,4,430
168,226,4,119
169,227,2,563
170,229,5,440
171,231,6,341
172,232,6,486
173,233,1,198
174,236,4,367
175,237,5,772
176,241,7,696
177,242,6,246
178,244,5,315
179,245,1,258
180,248,6,95
181,249,3,221
182,250,2,235
183,251,4,475
184,252,4,349
185,253,5,546
186,254,4,760
187,256,3,193
188,257,5,342
189,258,3,144
190,259,6,259
191,260,2,504
192,261,5,274
193,262,4,171
194,263,4,120
195,264,5,233
196,266,6,920
197,267,5,357
198,268,5,559
199,269,3,713
200,270,6,505
201,271,5,467
202,273,4,237
203,274,4,102
204,275,4,609
205,276,6,412
206,277,5,173
207,279,6,389
208,280,4,752
209,281,4,410
210,282,6,724
211,284,5,592
212,285,4,237
213,286,5,281
214,287,6,634
215,288,6,2144
216,290,6,449
217,291,5,211
218,292,4,617
219,293,5,60
220,294,4,355
221,295,5,137
222,297,3,537
223,298,5,567
224,299,4,163
225,300,6,232
226,301,1,153
227,302,2,216
228,303,5,834
229,304,3,181
230,305,4,748
231,306,6,158
232,308,3,354
233,310,4,340
234,311,3,257
235,312,1,154
236,313,1,213
237,314,5,192
238,315,5,312
239,316,3,989
240,317,4,649
241,318,3,240
242,319,2,644
243,321,4,225
244,322,6,543
245,324,5,497
246,325,3,134
247,326,4,844
248,327,5,787
249,328,3,362
250,329,3,152
251,330,5,487
252,331,6,649
253,333,1,157
254,335,4,1235
255,336,5,616
256,341,1,267
257,342,6,136
258,343,5,409
259,344,6,310
260,347,4,253
261,348,6,322
262,349,5,232
263,350,6,495
264,351,4,531
265,354,4,277
266,355,3,167
267,356,1,155
268,357,4,232
269,358,6,461
270,360,5,617
271,361,3,180
272,362,6,607
273,363,3,193
274,364,6,141
275,365,4,338
276,367,5,146
277,368,5,361
278,369,4,282
279,370,1,96
280,371,5,313
281,372,2,142
282,373,2,483
283,374,1,226
284,377,4,303
285,378,5,748
286,379,4,270
287,383,5,104
288,385,4,124
289,386,4,689
290,387,3,195
291,388,4,574
292,389,5,1376
293,390,3,161
294,391,4,184
295,392,4,309
296,393,6,664
297,394,4,627
298,395,6,164
299,396,4,410
300,399,3,275
301,400,6,461
302,401,5,516
303,403,3,81
304,404,5,481
305,405,2,359
306,406,5,187
307,409,5,431
308,410,5,536
309,411,6,121
310,412,5,536
311,413,4,622
312,415,6,219
313,416,4,370
314,417,3,235
315,418,5,183
316,419,4,217
317,423,4,132
318,425,2,292
319,426,2,378
320,427,3,646
321,428,4,198
322,429,2,243
323,431,3,174
324,432,5,260
325,433,5,811
326,434,2,302
327,435,3,342
328,436,6,185
329,437,1,202
330,438,1,200
331,441,1,221
332,446,3,198
333,447,4,218
334,450,3,803
335,451,5,448
336,453,1,314
337,454,4,657
338,455,6,555
339,457,4,785
340,458,6,419
341,459,2,611
342,460,5,540
343,461,6,378
344,462,5,317
345,463,5,129
346,464,2,461
347,466,5,224
348,467,2,338
349,470,4,833
350,471,3,258
351,472,2,261
352,475,5,215
353,476,1,464
354,477,3,392
355,478,2,405
356,479,4,296
357,480,5,572
358,481,6,257
359,482,5,500
360,483,3,347
361,485,5,285
362,486,4,158
363,487,3,264
364,488,5,392
365,489,4,392
366,490,3,268
367,493,5,569
368,494,5,588
369,495,6,152
370,497,4,131
371,498,6,288
372,499,6,389
373,502,3,373
374,505,3,397
375,506,5,145
376,510,2,93
377,511,3,76
378,512,4,246
379,513,4,327
380,515,6,371
381,516,2,276
382,517,4,276
383,519,7,512
384,521,5,441
385,522,5,346
386,523,6,632
387,524,5,167
388,528,3,203
389,531,2,582
390,532,1,327
391,533,5,179
392,536,5,334
393,538,5,322
394,539,4,522
395,542,7,704
396,543,6,486
397,546,6,204
398,548,4,467
399,549,3,188
400,550,5,460
401,551,5,295
402,552,4,256
403,553,4,245
404,554,4,375
405,555,5,485
406,556,1,304
407,558,5,393
408,560,5,281
409,563,2,437
410,564,6,331
411,565,4,313
412,566,7,405
413,567,3,321
414,568,4,393
415,569,4,235
416,570,5,653
417,571,3,284
418,572,4,508
419,573,4,83
420,574,6,102
421,576,1,417
422,578,3,409
423,580,4,358
424,581,3,503
425,582,5,241
426,583,5,393
427,587,5,590
428,589,3,505
429,590,3,183
430,592,5,771
431,593,3,477
432,594,4,193
433,595,6,333
434,599,2,128
435,601,4,402
436,602,6,640
437,604,3,382
438,605,5,608
439,607,2,257
440,608,2,232
441,610,3,333
442,611,6,451
443,612,4,256
444,613,4,147
445,615,4,376
446,617,5,706
447,618,5,59
448,619,1,227
449,622,5,272
450,624,5,327
451,625,4,586
452,626,7,446
453,628,6,157
454,629,2,820
455,630,5,248
456,632,6,157
457,633,5,395
458,634,2,218
459,637,4,38
460,639,6,309
461,640,2,358
462,641,6,282
463,643,3,329
464,644,2,271
465,645,5,390
466,646,4,673
467,647,2,517
468,648,2,520
469,649,6,755
470,650,1,248
471,651,4,281
472,652,3,341
473,653,2,218
474,654,4,128
475,656,5,493
476,657,5,640
477,658,3,690
478,659,4,84
479,660,6,396
480,662,2,677
481,664,5,395
482,666,4,268
483,667,5,157
484,669,4,799
485,670,6,403
486,672,3,116
487,674,4,376
488,675,6,745
489,676,5,897
490,677,4,382
491,678,5,340
492,679,2,39
493,680,5,429
494,681,5,783
495,684,5,416
496,685,5,169
497,686,3,315
498,687,5,275
499,688,5,382
500,689,6,552
501,690,5,118
502,691,5,189
503,692,5,357
504,694,2,323
505,696,4,519
506,697,5,264
507,700,4,461
508,702,3,200
509,704,3,582
510,705,3,101
511,706,4,624
512,707,5,253
513,709,4,531
514,710,2,264
515,711,4,349
516,712,3,337
517,714,4,355
518,715,6,579
519,717,5,454
520,718,6,378
521,719,3,688
522,720,5,275
523,721,6,318
524,723,4,352
525,725,5,236
526,727,3,429
527,728,4,476
528,729,3,318
529,730,5,672
530,732,6,376
531,735,4,327
532,736,5,658
533,737,6,1010
534,738,5,362
535,739,3,226
536,740,4,213
537,741,4,313
538,742,4,109
539,743,6,452
540,744,6,810
541,745,3,252
542,746,5,304
543,747,5,358
544,748,5,399
545,749,5,162
546,751,5,245
547,753,4,81
548,754,1,85
549,755,5,842
550,759,6,809
551,761,4,453
552,763,6,364
553,764,5,677
554,765,6,68
555,766,2,399
556,767,4,257
557,768,4,155
558,769,2,124
559,771,5,274
560,772,5,798
561,774,5,221
562,775,6,1018
563,776,5,311
564,777,4,300
565,779,5,472
566,780,3,356
567,781,2,117
568,782,4,323
569,783,6,263
570,784,5,251
571,785,3,560
572,786,3,181
573,787,6,604
574,789,4,161
575,790,3,373
576,793,5,564
577,796,6,545
578,797,6,221
579,799,4,228
580,803,5,517
581,804,3,245
582,805,6,578
583,806,5,333
584,807,6,470
585,808,6,292
586,810,6,528
587,811,5,79
588,812,1,110
589,814,5,169
590,815,5,349
591,817,5,417
592,818,6,792
593,819,3,115
594,820,5,409
595,822,6,463
596,823,6,637
597,824,4,144
598,826,2,279
599,827,6,316
600,828,3,183
601,829,5,542
602,831,3,440
603,832,5,609
604,834,5,323
605,835,2,47
606,836,4,131
607,837,3,76
608,839,4,160
609,841,3,115
610,842,6,418
611,843,5,623
612,844,3,230
613,845,5,264
614,846,6,285
615,848,4,270
616,849,5,520
617,850,5,764
618,851,4,111
619,853,2,126
620,854,5,173
621,855,5,851
622,856,2,303
623,857,3,245
624,858,2,956
625,860,4,532
626,861,4,133
627,862,2,325
628,863,6,437
629,864,6,379
630,865,5,150
631,866,3,443
632,867,4,1505
633,868,5,117
634,870,4,126
635,871,4,451
636,872,5,478
637,873,2,308
638,874,5,244
639,875,4,438
640,876,5,871
641,877,2,144
642,878,2,196
643,879,6,562
644,880,5,525
645,881,6,472
646,882,5,725
647,883,1,237
648,884,5,467
649,885,4,200
650,887,6,355
651,888,4,246
652,891,6,398
653,892,6,625
654,893,5,169
655,894,6,1063
656,895,5,497
657,896,5,994
658,900,5,453
659,901,3,89
660,902,3,157
661,903,4,229
662,904,3,701
663,905,5,189
664,906,4,97
665,907,3,412
666,908,2,208
667,909,4,560
668,910,4,208
669,911,2,429
670,913,2,392
671,914,6,234
672,915,4,224
673,917,2,57
674,918,6,569
675,920,3,236
676,921,5,113
677,924,3,190
678,925,3,120
679,926,6,305
680,927,3,492
681,929,5,453
682,931,6,524
683,932,4,183
684,933,4,269
685,934,6,578
686,935,6,133
687,936,6,386
688,937,2,743
689,938,4,210
690,939,5,167
691,940,5,274
692,941,4,436
693,946,5,418
694,947,3,141
695,948,5,90
696,949,5,694
697,950,3,367
698,951,6,735
699,952,6,879
700,953,4,59
701,954,5,304
702,955,3,252
703,957,6,567
704,958,4,354
705,959,6,546
706,960,5,412
707,961,4,414
708,963,6,320
709,964,4,770
710,966,3,456
711,969,5,78
712,970,6,671
713,972,2,297
714,973,5,246
715,974,5,924
716,977,4,320
717,979,2,271
718,981,3,146
719,982,3,80
720,983,6,422
721,984,5,555
722,985,4,279
723,988,3,249
724,989,5,783
725,990,3,232
726,991,6,1177
727,992,3,201
728,993,5,324
729,994,6,158
730,996,4,171
731,997,3,240
732,998,7,354
733,999,4,806
734,1000,6,524
735,1001,5,628
736,1002,5,371
737,1003,6,549
738,1004,6,260
739,1005,4,299
740,1007,6,844
741,1008,6,671
742,1009,5,255
743,1010,5,225
744,1011,4,513
745,1012,6,644
746,1013,4,681
747,1014,5,583
748,1015,4,63
749,1016,4,143
750,1017,5,189
751,1019,5,208
752,1020,3,316
753,1021,4,281
754,1022,3,597
755,1023,3,479
756,1024,5,122
757,1025,5,722
758,1026,5,495
759,1027,5,134
760,1028,2,683
761,1029,4,584
762,1030,2,144
763,1031,4,119
764,1032,2,116
765,1033,5,718
766,1034,2,648
767,1035,6,140
768,1036,1,96
769,1037,2,114
770,1038,5,233
771,1039,2,278
772,1041,1,511
773,1043,4,586
774,1045,5,317
775,1046,2,246
776,1047,5,319
777,1048,5,243
778,1051,5,1101
779,1052,6,195
780,1054,4,305
781,1055,4,306
782,1056,3,159
783,1057,2,199
784,1059,1,189
785,1061,3,141
786,1062,2,523
787,1064,1,112
788,1065,5,178
789,1066,3,308
790,1067,6,415
791,1068,5,492
792,1069,6,320
793,1070,4,143
794,1071,6,595
795,1072,4,84
796,1073,3,312
797,1075,1,205
798,1076,3,496
799,1077,5,842
800,1079,4,159
801,1080,4,28
802,1081,6,282
803,1082,3,458
804,1083,5,865
805,1084,3,189
806,1086,3,309
807,1087,7,614
808,1088,2,220
809,1089,4,111
810,1090,4,388
811,1091,3,290
812,1093,6,663
813,1094,6,818
814,1095,1,422
815,1096,3,220
816,1098,4,180
817,1101,2,99
818,1102,5,147
819,1103,4,396
820,1104,4,174
821,1106,5,352
822,1107,4,177
823,1108,3,331
824,1109,4,66
825,1110,7,267
826,1111,3,723
827,1112,4,460
828,1113,5,94
829,1114,1,131
830,1115,5,292
831,1116,2,102
832,1117,6,658
833,1118,3,60
834,1119,5,387
835,1120,1,166
836,1121,2,563
837,1125,5,426
838,1126,1,129
839,1127,6,296
840,1128,4,644
841,1129,3,181
842,1131,5,620
843,1133,4,408
844,1134,5,173
845,1135,5,232
846,1137,6,547
847,1139,2,120
848,1142,5,391
849,1143,5,953
850,1144,2,323
851,1145,3,395
852,1146,5,198
853,1147,6,282
854,1148,4,553
855,1151,4,187
856,1152,4,536
857,1153,5,584
858,1157,3,199
859,1158,1,397
860,1161,5,420
861,1162,5,663
862,1163,2,268
863,1164,4,329
864,1167,4,446
865,1168,6,160
866,1169,4,813
867,1170,4,173
868,1171,4,635
869,1172,1,179
870,1173,2,158
871,1174,5,578
872,1176,2,298
873,1177,6,711
874,1178,5,472
875,1179,4,169
876,1180,3,92
877,1182,5,379
878,1183,4,361
879,1184,1,261
880,1186,2,165
881,1187,4,210
882,1188,4,573
883,1189,5,557
884,1190,5,756
885,1192,4,299
886,1193,2,450
887,1195,4,185
888,1196,1,50
889,1198,4,150
890,1199,6,711
891,1202,4,383
892,1203,4,409
893,1204,1,138
894,1205,4,444
895,1206,5,864
896,1207,5,231
897,1208,4,598
898,1209,3,235
899,1210,3,306
900,1211,6,394
901,1212,6,576
902,1213,3,307
903,1214,4,318
904,1215,6,446
905,1216,2,248
906,1217,4,230
907,1218,5,404
908,1220,1,179
909,1221,2,555
910,1223,1,150
911,1224,3,66
912,1225,4,359
913,1226,4,816
914,1227,2,489
915,1228,3,308
916,1229,3,558
917,1230,4,199
918,1231,2,105
919,1232,4,233
920,1233,5,217
921,1234,6,742
922,1235,6,240
923,1236,3,105
924,1238,5,256
925,1241,4,836
926,1242,3,334
927,1243,4,198
928,1245,1,74
929,1246,6,337
930,1247,4,53
931,1248,3,274
932,1249,4,207
933,1251,6,347
934,1252,5,131
935,1253,2,252
936,1255,5,608
937,1256,4,196
938,1257,3,149
939,1258,1,344
940,1259,1,880
941,1261,1,205
942,1263,4,208
943,1264,5,622
944,1265,2,159
945,1266,5,964
946,1268,3,181
947,1269,1,245
948,1270,2,69
949,1272,4,321
950,1274,4,589
951,1275,4,378
952,1277,5,90
953,1278,5,446
954,1279,4,280
955,1280,6,581
956,1282,4,1281
957,1284,5,182
958,1285,4,513
959,1287,1,192
960,1289,3,244
961,1290,5,241
962,1291,4,472
963,1292,4,156
964,1296,6,576
965,1298,6,575
966,1299,6,688
967,1301,4,378
968,1302,4,134
969,1304,2,90
970,1306,5,413
971,1307,5,469
972,1309,6,544
973,1310,1,532
974,1311,4,410
975,1313,3,172
976,1315,4,226
977,1318,3,255
978,1319,6,450
979,1322,3,119
980,1323,3,155
981,1325,7,643
982,1326,2,110
983,1330,5,330
984,1331,1,139
985,1333,6,528
986,1334,1,120
987,1336,3,182
988,1337,4,157
989,1338,6,848
990,1339,4,914
991,1340,3,444
992,1341,6,248
993,1343,6,378
994,1344,3,113
995,1346,2,134
996,1347,4,194
997,1350,4,360
998,1351,1,125
999,1354,4,466
1000,1355,1,287
1001,1356,4,1093
1002,1357,3,865
1003,1358,3,377
1004,1359,4,67
1005,1361,6,485
1006,1362,4,386
1007,1364,6,109
1008,1366,2,391
1009,1368,3,380
1010,1369,5,163
1011,1370,4,400
1012,1372,6,420
1013,1373,3,379
1014,1375,2,407
1015,1376,3,380
1016,1377,6,523
1017,1378,2,642
1018,1379,3,415
1019,1380,4,285
1020,1383,5,289
1021,1386,4,316
1022,1389,5,215
1023,1391,6,1084
1024,1392,1,248
1025,1394,2,172
1026,1396,2,98
1027,1397,2,121
1028,1398,5,865
1029,1399,2,133
1030,1401,3,387
1031,1402,3,140
1032,1403,4,238
1033,1404,6,503
1034,1405,1,56
1035,1406,5,394
1036,1407,2,56
1037,1409,2,516
1038,1410,5,434
1039,1411,4,484
1040,1414,3,492
1041,1415,5,603
1042,1416,6,1018
1043,1417,3,487
1044,1418,1,699
1045,1420,5,255
1046,1421,6,588
1047,1423,2,227
1048,1425,4,217
1049,1426,3,304
1050,1427,1,440
1051,1428,4,289
1052,1429,5,194
1053,1430,4,253
1054,1431,6,1063
1055,1432,1,187
1056,1434,5,231
1057,1435,3,347
1058,1436,1,428
1059,1437,3,548
1060,1438,1,367
1061,1439,3,523
1062,1440,3,542
1063,1441,5,622
1064,1443,5,620
1065,1445,1,112
1066,1446,6,295
1067,1447,4,682
1068,1449,5,804
1069,1450,6,642
1070,1451,3,554
1071,1452,4,246
1072,1453,6,844
1073,1454,4,750
1074,1455,4,369
1075,1460,5,887
1076,1461,3,177
1077,1462,4,69
1078,1463,2,57
1079,1465,6,724
1080,1466,4,220
1081,1468,3,1200
1082,1469,4,487
1083,1470,3,212
1084,1471,3,399
1085,1473,3,742
1086,1474,2,129
1087,1475,4,404
1088,1476,6,923
1089,1477,1,379
1090,1478,5,843
1091,1479,4,188
1092,1481,4,781
1093,1482,4,347
1094,1483,4,235
1095,1484,1,117
1096,1485,5,643
1097,1486,5,508
1098,1487,3,540
1099,1488,6,374
1100,1489,5,654
1101,1491,4,271
1102,1492,4,416
1103,1493,3,1386
1104,1494,4,336
1105,1495,4,271
1106,1496,3,264
1107,1499,6,302
1108,1500,1,164
1109,1502,4,492
1110,1503,6,418
1111,1504,3,203
1112,1505,4,282
1113,1506,6,451
1114,1508,6,910
1115,1510,4,271
1116,1511,2,210
1117,1512,1,24
1118,1513,5,892
1119,1514,3,383
1120,1515,5,534
1121,1516,6,332
1122,1517,6,499
1123,1518,3,431
1124,1519,5,757
1125,1521,3,124
1126,1522,4,370
1127,1523,5,284
1128,1524,5,2319
1129,1526,1,48
1130,1528,6,176
1131,1531,4,321
1132,1532,3,254
1133,1533,3,605
1134,1534,5,511
1135,1535,4,227
1136,1537,5,262
1137,1541,3,161
1138,1543,3,404
1139,1544,5,200
1140,1545,6,566
1141,1546,4,77
1142,1548,5,347
1143,1551,7,1021
1144,1552,2,178
1145,1553,6,994
1146,1554,6,336
1147,1556,2,471
1148,1557,5,171
1149,1558,4,474
1150,1559,6,394
1151,1561,3,1455
1152,1562,3,220
1153,1563,5,275
1154,1564,3,99
1155,1565,2,305
1156,1567,5,264
1157,1568,5,263
1158,1570,4,114
1159,1571,6,260
1160,1572,2,609
1161,1573,5,205
1162,1574,5,715
1163,1577,4,97
1164,1581,5,379
1165,1583,5,654
1166,1584,5,937
1167,1588,5,231
1168,1589,2,468
1169,1590,6,89
1170,1592,5,450
1171,1593,3,224
1172,1594,3,501
1173,1595,6,313
1174,1596,4,194
1175,1598,4,530
1176,1600,5,809
1177,1601,2,76
1178,1602,3,432
1179,1605,3,223
1180,1606,6,215
1181,1607,4,782
1182,1608,4,169
1183,1609,2,617
1184,1610,6,136
1185,1611,6,738
1186,1612,3,138
1187,1613,6,85
1188,1614,2,227
1189,1615,5,655
1190,1617,5,165
1191,1618,6,258
1192,1619,2,438
1193,1620,2,445
1194,1621,6,172
1195,1622,6,655
1196,1624,2,108
1197,1625,3,71
1198,1626,3,178
1199,1627,2,256
1200,1628,3,297
1201,1629,6,1102
1202,1630,3,132
1203,1631,3,176
1204,1632,5,907
1205,1633,5,932
1206,1635,2,429
1207,1636,2,398
1208,1637,5,432
1209,1638,1,275
1210,1639,5,262
1211,1640,3,318
1212,1641,3,86
1213,1642,3,281
1214,1643,5,143
1215,1644,3,345
1216,1645,2,126
1217,1646,5,636
1218,1647,6,224
1219,1648,3,154
1220,1649,1,352
1221,1650,6,1134
1222,1651,4,144
1223,1652,5,740
1224,1653,2,199
1225,1654,4,294
1226,1655,6,1181
1227,1656,4,219
1228,1658,4,198
1229,1659,1,205
1230,1661,4,514
1231,1664,2,162
1232,1666,4,167
1233,1668,3,311
1234,1672,5,270
1235,1674,2,217
1236,1675,3,236
1237,1676,2,970
1238,1677,3,146
1239,1678,4,230
1240,1679,3,243
1241,1681,5,830
1242,1682,6,232
1243,1683,4,92
1244,1684,4,140
1245,1687,6,698
1246,1690,3,916
1247,1691,6,200
1248,1693,2,346
1249,1694,2,181
1250,1695,3,402
1251,1696,4,446
1252,1697,2,162
1253,1698,1,398
1254,1700,3,166
1255,1701,1,116
1256,1702,3,315
1257,1703,2,179
1258,1704,5,165
1259,1705,1,192
1260,1706,6,623
1261,1707,4,230
1262,1709,1,365
1263,1710,4,681
1264,1712,6,197
1265,1713,2,388
1266,1714,3,333
1267,1717,2,135
1268,1719,4,280
1269,1720,6,432
1270,1724,3,412
1271,1725,3,236
1272,1726,6,371
1273,1727,2,84
1274,1728,5,411
1275,1729,6,1026
1276,1730,3,73
1277,1731,4,278
1278,1733,4,388
1279,1734,4,168
1280,1735,6,870
1281,1736,5,661
1282,1737,5,823
1283,1738,4,232
1284,1739,4,257
1285,1740,6,318
1286,1742,4,219
1287,1743,5,676
1288,1744,4,253
1289,1745,6,811
1290,1746,3,108
1291,1747,6,524
1292,1748,3,157
1293,1750,6,525
1294,1752,2,184
1295,1753,6,237
1296,1754,3,31
1297,1756,4,418
1298,1758,5,302
1299,1759,5,209
1300,1760,3,343
1301,1761,2,189
1302,1763,3,332
1303,1764,2,172
1304,1767,2,297
1305,1768,4,205
1306,1770,3,315
1307,1772,3,399
1308,1773,4,672
1309,1775,4,609
1310,1776,4,154
1311,1777,4,158
1312,1778,4,437
1313,1780,2,255
1314,1781,4,402
1315,1782,5,366
1316,1783,2,327
1317,1784,5,755
1318,1785,3,92
1319,1786,2,32
1320,1788,3,276
1321,1791,2,425
1322,1792,3,139
1323,1793,4,149
1324,1795,6,337
1325,1796,6,883
1326,1797,4,721
1327,1798,4,202
1328,1800,2,236
1329,1804,4,288
1330,1805,4,512
1331,1806,3,146
1332,1808,4,560
1333,1810,2,327
1334,1811,4,101
1335,1813,2,145
1336,1814,3,469
1337,1816,6,171
1338,1817,1,342
1339,1818,2,336
1340,1819,4,213
1341,1820,4,582
1342,1821,5,734
1343,1822,1,205
1344,1824,3,366
1345,1825,5,784
1346,1827,5,950
1347,1828,6,281
1348,1829,4,391
1349,1831,6,208
1350,1832,4,227
1351,1833,6,527
1352,1834,2,265
1353,1836,6,695
1354,1837,3,255
1355,1838,4,157
1356,1840,7,462
1357,1845,1,277
1358,1847,3,377
1359,1848,5,625
1360,1849,2,222
1361,1850,2,63
1362,1853,5,1236
1363,1854,4,861
1364,1855,4,585
1365,1856,4,86
1366,1857,6,180
1367,1859,5,213
1368,1860,2,376
1369,1862,4,295
1370,1863,6,553
1371,1864,4,192
1372,1865,4,1023
1373,1866,4,364
1374,1867,4,319
1375,1868,5,975
1376,1869,3,492
1377,1871,5,409
1378,1873,3,44
1379,1875,5,379
1380,1876,7,477
1381,1877,6,263
1382,1878,3,631
1383,1880,6,277
1384,1881,6,1105
1385,1882,5,873
1386,1884,6,594
1387,1886,3,477
1388,1890,6,195
1389,1891,6,231
1390,1893,6,356
1391,1894,4,377
1392,1896,6,208
1393,1897,4,230
1394,1898,4,282
1395,1900,5,180
1396,1901,5,703
1397,1902,4,340
1398,1904,6,826
1399,1905,4,418
1400,1908,3,158
1401,1909,2,389
1402,1910,6,558
1403,1911,4,499
1404,1912,4,159
1405,1913,4,258
1406,1914,5,200
1407,1915,1,165
1408,1916,4,383
1409,1917,3,349
1410,1919,4,221
1411,1920,6,332
1412,1921,7,604
1413,1922,4,804
1414,1923,2,107
1415,1924,4,392
1416,1926,5,577
1417,1928,4,380
1418,1929,4,262
1419,1930,5,707
1420,1931,5,567
1421,1932,5,458
1422,1933,6,286
1423,1934,6,1274
1424,1935,2,206
1425,1936,4,528
1426,1937,3,188
1427,1939,6,313
1428,1940,5,183
1429,1941,6,566
1430,1942,4,185
1431,1943,3,324
1432,1944,4,279
1433,1945,5,276
1434,1946,3,521
1435,1947,4,434
1436,1948,5,756
1437,1949,4,276
1438,1950,4,189
1439,1953,4,254
1440,1954,4,639
1441,1956,7,729
1442,1957,5,622
1443,1958,6,214
1444,1960,3,521
1445,1961,4,127
1446,1962,6,697
1447,1963,6,277
1448,1964,4,413
1449,1965,6,312
1450,1966,4,240
1451,1968,5,260
1452,1969,1,312
1453,1970,3,428
1454,1973,6,617
1455,1974,2,163
1456,1975,3,728
1457,1976,2,505
1458,1977,6,2004
1459,1978,5,225
1460,1979,6,413
1461,1980,5,191
1462,1982,3,204
1463,1983,6,205
1464,1984,3,415
1465,1985,6,813
1466,1986,5,775
1467,1987,2,155
1468,1988,4,443
1469,1990,5,726
1470,1991,5,600
1471,1994,5,118
1472,1995,5,1007
1473,1996,6,683
1474,1997,5,551
1475,1998,3,294
1476,1999,4,282
1477,2001,4,73
1478,2004,3,862
1479,2005,6,245
1480,2006,6,176
1481,2007,4,180
1482,2008,2,126
1483,2009,4,297
1484,2010,4,524
1485,2011,4,442
1486,2012,3,74
1487,2013,1,548
1488,2015,3,236
1489,2016,3,246
1490,2017,4,149
1491,2018,3,757
1492,2019,2,145
1493,2022,5,341
1494,2023,3,334
1495,2024,2,409
1496,2025,4,167
1497,2027,6,502
1498,2028,5,290
1499,2029,4,260
1500,2030,5,239
1501,2032,6,216
1502,2033,6,327
1503,2034,4,600
1504,2036,1,220
1505,2037,4,374
1506,2038,2,475
1507,2039,5,956
1508,2041,4,646
1509,2042,3,138
1510,2044,6,586
1511,2045,2,259
1512,2048,1,893
1513,2049,5,282
1514,2051,6,198
1515,2053,3,389
1516,2054,6,485
1517,2055,3,103
1518,2056,4,152
1519,2057,4,536
1520,2058,5,215
1521,2059,4,284
1522,2060,2,367
1523,2061,2,283
1524,2063,6,263
1525,2064,4,253
1526,2065,6,451
1527,2066,2,193
1528,2067,3,515
1529,2068,1,114
1530,2069,4,728
1531,2070,4,1143
1532,2071,4,270
1533,2073,4,405
1534,2074,1,245
1535,2076,3,221
1536,2077,5,229
1537,2078,5,195
1538,2079,5,546
1539,2080,5,450
1540,2082,1,185
1541,2083,4,574
1542,2084,2,848
1543,2085,5,261
1544,2086,1,246
1545,2087,5,561
1546,2088,5,275
1547,2089,2,324
1548,2090,5,427
1549,2091,5,111
1550,2092,4,195
1551,2093,5,159
1552,2094,6,86
1553,2096,2,260
1554,2097,6,558
1555,2098,3,250
1556,2099,6,838
1557,2100,1,456
1558,2101,5,64
1559,2103,2,497
1560,2104,3,294
1561,2105,4,345
1562,2106,4,815
1563,2107,3,215
1564,2108,1,151
1565,2109,4,697
1566,2110,4,394
1567,2112,5,346
